TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,URL_twitch,URL_whatsapp,platforms,languages,revenues,province,region
Social,true,http://www.social.cat/,https://www.facebook.com/social.cat,https://twitter.com/socialpuntcat,https://www.youtube.com/channel/UCQcjrsWW9Tg-EqU7MahDDWg,https://www.instagram.com/socialpuntcat/,,,,,2009,,,,ES,"C. Cristòfol Colom, 3 5-A 08402 Granollers (Barcelona)",08402,Barcelona,local,true,,Xarxa Digital Catalana,false,false,false,Otros,,private,false,ES_3476,41.6003346,2.2874673,,,2022-09-06T09:22:30.680Z,2023-01-27T11:11:17.775Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Advertising",Barcelona,Cataluña
Sòc Petit,true,http://www.socpetit.cat/,https://www.facebook.com/socpetit,https://twitter.com/socpetitcat,,https://www.instagram.com/socpetitcat/,https://t.me/socpetit,,,,2005,,,,ES,"Rovira, 43 43713 Sant Jaume dels Domenys (Tarragona)",43712,,local,true,,Creacions A La Carta SL,false,false,false,Hogar y familia,,private,false,ES_3475,41.300419,1.5715951,,,2022-09-06T09:22:08.761Z,2023-01-27T11:11:22.953Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Tarragona,Cataluña
Solsona FM,false,http://solsonafm.media/,https://www.facebook.com/SFM107.5,https://twitter.com/solsonafm,,,,,,,,,2016,2016-09-01,ES,,,Solsona,local,false,,,,,,,,,false,ES_3489,41.9933358,1.515464,,,2022-09-06T09:22:08.572Z,2023-01-27T11:11:21.318Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Lleida,Cataluña
Somatents,false,http://somatents.com/,https://www.facebook.com/SomAtents,https://twitter.com/SomAtents,,,,,,,,,2018,2018-06-21,ES,"Reina Amàlia, 31, 08001 Barcelona",08001,Barcelona,national,true,,,,,,,,,false,ES_3501,41.3769692,2.1672358,,,2022-09-06T09:22:20.771Z,2023-01-27T11:11:18.080Z,2022-09-06T09:22:58.469Z,,,web,"catalan, spanish",,Barcelona,Cataluña
Som Garrigues,true,http://www.somgarrigues.cat/,https://www.facebook.com/somgarrigues,https://twitter.com/somgarrigues,https://www.youtube.com/channel/UCxCbRK1Cp0EgzAo3C9W6fzw,,,,,,2006,,,,ES,"nou, 2 - 25400 LES BORGES BLANQUES",25400,Garrigues,local,false,,Associació Cultural Garriguenca de Comunicacions (ACGC),false,false,true,General,,,false,ES_3490,41.5207201,0.8685747,,,2022-09-06T09:22:01.796Z,2023-01-27T11:11:21.337Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Subsidies (public or private), Advertising",Lleida,Cataluña
Som Granollers,true,https://somgranollers.cat/,https://www.facebook.com/DiariSomGranollers/,https://twitter.com/DiariSomGRN,https://www.youtube.com/channel/UCq6Tj-SjLxy2V6cAE3m_vpw,https://www.instagram.com/somgranollers/?hl=es,https://t.me/sommollet,,,,2015,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3491,41.540286,2.2187857,,,2022-09-06T09:22:28.166Z,2023-01-27T11:11:17.878Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Subsidies (public or private), Branded content, Advertising",Barcelona,Cataluña
Som la Llagosta,true,https://www.somlallagosta.cat/,https://www.facebook.com/DiariContrapunt/,https://twitter.com/DiariSomMollet,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2018,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3492,41.540286,2.2187857,,,2022-09-06T09:22:28.288Z,2023-01-27T11:11:17.901Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Subsidies (public or private), Branded content, Advertising",Barcelona,Cataluña
Som Les Franqueses,true,https://somlesfranqueses.cat/,https://www.facebook.com/DiariSomGranollers/,https://twitter.com/DiariSomGRN,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2018,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3493,41.540286,2.2187857,,,2022-09-06T09:22:28.461Z,2023-01-27T11:11:17.921Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Branded content, Advertising, Subsidies (public or private)",Barcelona,Cataluña
Som Martorelles,true,https://sommartorelles.cat/,https://www.facebook.com/DiariContrapunt/,https://twitter.com/DiariSomMollet,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2018,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3494,41.540286,2.2187857,,,2022-09-06T09:22:28.560Z,2023-01-27T11:11:17.941Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Branded content, Subsidies (public or private), Advertising",Barcelona,Cataluña
Som Mollet,true,https://www.sommollet.cat/,https://www.facebook.com/DiariContrapunt/,https://twitter.com/DiariSomMollet,https://www.youtube.com/channel/UCh4I8DJSZjVmKqSfcU2wd0A,https://instagram.com/sommollet,https://t.me/sommollet,,,,2015,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3495,41.540286,2.2187857,,,2022-09-06T09:22:28.682Z,2023-01-27T11:11:17.961Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Som Montmeló,true,https://sommontmelo.cat/,https://www.facebook.com/DiariContrapunt/,https://twitter.com/DiariSomMollet,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2018,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3496,41.540286,2.2187857,,,2022-09-06T09:22:28.793Z,2023-01-27T11:11:17.981Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Advertising, Subsidies (public or private), Branded content",Barcelona,Cataluña
Som Montornès,true,https://sommontornes.cat/,https://www.facebook.com/DiariContrapunt/,https://twitter.com/DiariSomMollet,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2017,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3497,41.540286,2.2187857,,,2022-09-06T09:22:28.914Z,2023-01-27T11:11:18.001Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Branded content, Subsidies (public or private), Advertising",Barcelona,Cataluña
Som Parets,true,https://www.somparets.cat/,https://www.facebook.com/DiariContrapunt/,https://twitter.com/DiariSomMollet,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2017,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3498,41.540286,2.2187857,,,2022-09-06T09:22:29.029Z,2023-01-27T11:11:18.022Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Advertising, Subsidies (public or private), Branded content",Barcelona,Cataluña
Som Sant Fost,true,https://somsantfost.cat/,https://www.facebook.com/DiariContrapunt/,https://twitter.com/DiariSomMollet,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2018,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3499,41.540286,2.2187857,,,2022-09-06T09:22:29.146Z,2023-01-27T11:11:18.042Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Subsidies (public or private), Advertising, Branded content",Barcelona,Cataluña
Som Vallés,true,https://somvalles.cat/,https://www.facebook.com/diarisomvalles.cat/,https://twitter.com/DiariSomValles,,https://instagram.com/sommollet,https://t.me/sommollet,,,,2016,,,,ES,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",08100,Mollet del Vallès,local,false,Contrapunt,"CONTRAPUNT, SCCL",false,false,true,General,,private,false,ES_3500,41.540286,2.2187857,,,2022-09-06T09:22:29.227Z,2023-01-27T11:11:18.062Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Branded content, Subsidies (public or private), Advertising",Barcelona,Cataluña
Super Deporte,true,http://www.superdeporte.es/,https://www.facebook.com/superdeporte,https://twitter.com/superdeporte_es,,https://www.instagram.com/superdeporte.es,http://telegram.me/Superdeporte_bot,,,,1999,,,,ES,"Traginers, 7 - 46014 Valencia",46014,Valencia,local,false,Prensa Ibérica,"Superdeporte Empresa Editorial, S.A",true,true,false,Deportes,,,false,ES_3547,39.4598938,-0.406591,,,2022-09-06T09:21:52.342Z,2023-01-27T11:11:29.616Z,2022-09-06T09:22:58.469Z,,,"web, print, app","valencian, spanish",Advertising,Valencia/València,Comunitat Valenciana
Surt de Casa,false,http://www.surtdecasa.cat/,https://www.facebook.com/surtdecasa,https://twitter.com/Surtdecasa,,https://www.instagram.com/surtdecasa,https://t.me/surtdecasa,,,,2010,2010-10-23,2023,,ES,l’Avenida Port de Caro 19 de Roquetes,43520,"Terres de l’Ebre, Penedès, Camp de Tarragona, Empordà, Ponent, Girona, Centre",local,true,,Surtdecasa SCCL,true,false,false,Cultura (literatura; cine; música; arte),artes escecnias,private,false,ES_3550,40.8189803,0.5063658,,,2022-09-06T09:21:59.518Z,2024-03-03T21:57:21.753Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Advertising",Tarragona,Cataluña
Tac 12 TV,true,http://tac12.alacarta.cat/,https://www.facebook.com/tacdotze,https://twitter.com/Tac12_tv,https://www.youtube.com/channel/UCZsjqc-ue4XUXwckuIopKmg,,,,,,2017,,,,ES,,,"Tarragona, Salou, Vila-Seca, Valls, Torredembarra, Montblanc, Constantí, Altafulla",local,false,XAL (Xarxa Audiovisual Local),"Xarxa Audiovisual Local, SL",false,false,true,General,,,false,ES_3555,41.1440967,1.4009454,,,2022-09-06T09:22:06.853Z,2023-01-27T11:11:23.015Z,2022-09-06T09:22:58.469Z,,,"tv, web",catalan,,Tarragona,Cataluña
Taradell,true,http://www.taradell.com/,https://www.facebook.com/taradellbloc,https://twitter.com/Taradell,https://www.youtube.com/channel/UCE2vI1BE52oX2PTOxkBlJYw,https://www.instagram.com/taradellpuntcom/,,,,,2007,2007-05-11,,,ES,,08552,Taradell,local,true,,,false,false,true,General,,private,false,ES_3559,41.8749392,2.28642,,,2022-09-06T09:22:30.642Z,2023-01-27T11:11:18.187Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
Taronja Digital Anoia,true,http://www.canaltaronja.cat/,https://www.facebook.com/canaltaronjaanoia,https://twitter.com/TaronjaAnoia,https://www.youtube.com/channel/UCHrlK2bjs7xSWjRwGhFZ1zQ,,,,,,2007,,,,ES,"Nou, 47, 08241 Manresa, Barcelona",08241,Anoia,local,true,,Grup Taelus de Comunicació,false,false,true,General,,private,false,ES_3563,41.7251083,1.8244711,"se puede contratar patrocinio para la tv, no para la web. Luego esos programas están accesibles en la web.",,2022-09-06T09:22:11.178Z,2023-01-27T11:11:18.207Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
Tarragona 21,true,http://www.tarragona21.com/,https://www.facebook.com/Tarragona21,https://twitter.com/tarragona21s,,,,,,,2007,,,,ES,"Avenida Països Catalans, 28B 43007 TARRAGONA",43007,Tarragona,local,true,,"TARRACO COMUNICACIÓ DIGITAL, SL",false,false,true,General,,private,false,ES_3564,41.133499,1.2467065,,,2022-09-06T09:22:04.504Z,2023-01-27T11:11:23.031Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Branded content, Subsidies (public or private)",Tarragona,Cataluña
Tarragona Digital,true,https://tarragonadigital.com/,https://www.facebook.com/TarragonaDigital/,https://twitter.com/TGNdigital,https://www.youtube.com/channel/UCYsdENiLCV64N0hi1-om5Ew,https://www.instagram.com/tarragonadigital/,,,,,2013,2013-03-08,,,ES,"Sant Serapi, 2  43201 Reus. Tarragona, Catalunya",43201,Tarragona,local,true,,"EDICIONS DIGITALS DEL CAMP, SL",false,false,true,General,,private,false,ES_3565,41.1526702,1.1040179,,,2022-09-06T09:22:02.596Z,2023-01-27T11:11:23.053Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Advertising, Branded content",Tarragona,Cataluña
Tarragona Empresarial,true,http://www.tarragonaempresarial.com/,,https://twitter.com/Empresadia,,,,,,,2012,,,,ES,,,,local,true,,,false,false,false,Técnicas y profesionales,,private,false,ES_3566,,,,,2022-09-06T09:22:48.440Z,2023-01-27T11:11:23.073Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Branded content, Advertising",Tarragona,Cataluña
TarragonaNoticias.com,true,https://tarragonanoticias.com/,https://www.facebook.com/Tarragona-Not%C3%ADcies-111645566196520/,https://twitter.com/TNoticies,https://www.youtube.com/channel/UCmAsOSpJSG_qd8mE-uyKBEg,,,,,,2017,,,,ES,,,Tarragona,national,true,,Grupo GN,false,false,true,General,,private,false,ES_3568,41.1188827,1.2444909,,,2022-09-06T09:22:04.212Z,2023-01-27T11:11:23.130Z,2022-09-06T09:22:58.469Z,,,web,"catalan, spanish","Advertising, Branded content",Tarragona,Cataluña
Tarragona Ràdio,true,http://www.tarragonaradio.cat/,https://www.facebook.com/tarragonaradio,https://twitter.com/tarragonaradio,https://www.youtube.com/watch?v=792ZPDBe0vw,https://www.instagram.com/tarragonaradio/,,,,,2007,,,,ES,"Avenida Roma 5-B, 1r 1ª. - 43005 Tarragona - ES",43005,Tarragona,local,false,,,true,false,true,General,,public,false,ES_3567,41.1187986,1.2427974,,,2022-09-06T09:22:03.820Z,2023-01-27T11:11:23.103Z,2022-09-06T09:22:58.469Z,,,"app, web, radio",catalan,"Advertising, Branded content",Tarragona,Cataluña
Tàrrega Televisió,true,http://www.tarrega.tv/,https://www.facebook.com/tarregatv,https://twitter.com/tarregatv,,https://www.instagram.com/tarregatv/,,,,,2012,2012-02-29,,,ES,Av Josep Trepat i Galceran Porta 2 - 25300 Tàrrega,25300,Tárrega,local,true,XAL (Xarxa Audiovisual Local),"Xarxa Audiovisual Local, SL",false,false,true,General,,private,false,ES_3569,41.647404,1.1288403,,,2022-09-06T09:22:02.992Z,2023-01-27T11:11:21.356Z,2022-09-06T09:22:58.469Z,,,"tv, web",catalan,"Advertising, Branded content",Lleida,Cataluña
Tasta.cat,true,http://www.tasta.cat/,https://www.facebook.com/tasta.cat.5,,,https://www.instagram.com/tastacat/,,,,,2015,2015-11-28,,,ES,"Gòsol nº12, 08600 Berga",08600,Berga,local,true,,FERMÍ RIU PUIG,false,false,true,General,,private,false,ES_3570,42.097637,1.8504686,,,2022-09-06T09:22:11.493Z,2023-01-27T11:11:18.227Z,2022-09-06T09:22:58.469Z,,,"web, print","spanish, catalan","Subsidies (public or private), Advertising",Barcelona,Cataluña
Teatral,true,http://www.teatral.net/,https://www.facebook.com/Teatralnet,https://twitter.com/Teatralnet,https://www.youtube.com/user/teatralnet,https://www.instagram.com/teatralnet_,,,,,1997,,,,ES,"RAMBLA CANALETES, 115 - 08001 BARCELONA",08001,,local,true,,Teatralnet Digital Media SL,false,false,false,Cultura (literatura; cine; música; arte),teatro,private,false,ES_3575,41.384856,2.1704856,,,2022-09-06T09:22:22.879Z,2023-01-27T11:11:18.248Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Televisió d’Eivissa i Formentera,true,http://teftv.com/,https://www.facebook.com/TEFTv,https://twitter.com/TEFTV,https://www.youtube.com/channel/UClu0fPBM1YgdiI4V1QBgHTQ,https://www.instagram.com/tef_tv/,,,,,2001,,,,ES,"Camí Vell de Sant Mateu, 3 Edif. Grupo Prensa Pitiusa 07800 - Eivissa - Illes Balears - See more at: http://teftv.com/#sthash.oslDfLzJ.dpuf",07800,"Ibiza, Formentera",local,false,,Grupo Prensa Pitiusa,false,false,true,General,,private,false,ES_3606,38.9218089,1.4287497,,,2022-09-06T09:22:07.608Z,2023-01-27T11:10:53.599Z,2022-09-06T09:22:58.469Z,,,"web, tv",catalan,Advertising,Illes Balears,Balears; Illes
Televisió de Vandellòs,true,https://tvvandellos.cat/,https://www.facebook.com/RadioHospitaletTvVandellos,https://twitter.com/tvvandellos,https://www.youtube.com/user/tvvandellos,https://www.instagram.com/tvvandellos/,,,,,2017,,,,ES,,,Vandellòs i l'Hospitalet de l'Infant,local,false,XAL (Xarxa Audiovisual Local),"Xarxa Audiovisual Local, SL",false,false,true,General,,private,false,ES_3607,40.990924,0.9237179,,,2022-09-06T09:22:02.104Z,2024-03-03T18:23:01.835Z,2022-09-06T09:22:58.469Z,,,"tv, web",catalan,,Tarragona,Cataluña
Televisió Sant Cugat,true,http://www.tvsantcugat.cat/,https://www.facebook.com/tvsantcugat,https://twitter.com/tvsantcugat,http://www.youtube.com/tvsantcugat,https://www.instagram.com/tvsantcugat,,,,,2007,,,,ES,"Avinguda de Cerdanyola, 98, Sant Cugat del Vallès",08173,"Vallès Occidental, Vallès Oriental",local,false,XAL (Xarxa Audiovisual Local),,false,false,true,General,,,false,ES_3608,41.4762386,2.0960466,,,2022-09-06T09:22:15.774Z,2023-01-27T11:11:18.288Z,2022-09-06T09:22:58.469Z,,,"tv, web, print",catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Temes D’Avui,true,https://lanostrarevista.temesdavui.org/,,,,,,,,,2000,,,,ES,"Rosselló, 192 pral. - 08008 Barcelona",08008,,national,false,,Associació Cultural temes d'Avui,false,false,false,Religión y espiritualidad,,private,false,ES_3617,41.3928264,2.1570347,,,2022-09-06T09:22:19.395Z,2024-03-03T22:02:05.592Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,Advertising,Barcelona,Cataluña
Terrassa Digital,true,https://terrassadigital.cat/,https://www.facebook.com/canalterrassa,https://twitter.com/CanalTerrassa,https://www.youtube.com/user/canalterrassavalles,https://www.instagram.com/canalterrassa/,,,,,2008,,,,ES,"Plaza de la Farinera, 5 -08222 - TERRASSA",08222,Tarrasa,local,false,XAL (Xarxa Audiovisual Local),Societat Municipal de Comunicació de Terrassa,true,false,true,General,,,false,ES_3630,41.5606086,2.0228899,,,2022-09-06T09:22:13.142Z,2023-01-27T11:11:18.359Z,2022-09-06T09:22:58.469Z,,,"tv, web, radio",catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Terrassa Informa,false,http://terrassainforma.com/,https://www.facebook.com/Terrassainforma,https://twitter.com/terrassainforma,,,,,,,2013,2013-02-01,,,ES,"Santa Llúcia, 82, baixos - Terrassa, Barcelona - 08222",08222,Tarrasa,local,true,,"SERVEIS EMPRESARIALS AL TEU SERVEI 2012, SL",,,,,,private,false,ES_3631,41.560028,2.0325903,,,2022-09-06T09:22:13.632Z,2023-01-27T11:11:18.380Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Territoris,true,http://www.territoris.cat/,https://www.facebook.com/Territoris.cat,https://twitter.com/territoriscat,,https://www.instagram.com/territoris.cat/,,,,,2012,2012-04-01,,,ES,"Girona 15, locales 3-25230 Mollerussa (Lleida)",25230,"Noguera, Garrigues, Pla d’Urgell, Pirineus, Segarra, Segrià, Urgell",local,true,,"PLANDORA,!S.C.P.",false,false,true,General,,private,false,ES_3633,41.6226857,0.8913523,,,2022-09-06T09:22:01.901Z,2023-01-27T11:11:21.376Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Suscription, membership or payment, e-Commerce, Advertising",Lleida,Cataluña
Teveon,true,http://www.teveon.tv/,https://www.facebook.com/televisio.teveonebre,https://twitter.com/canal21ebre,,,,,,,2021,,,,ES,"Avenida Remolins, 24 | 43500 TORTOSA",43500,"Baix Ebre, Montsià, Terra Alta, Ribera d’Ebre",local,false,,"Televisió Teveon Ebre SL, Doble Columna SL",false,false,true,General,,,false,ES_3637,40.8182888,0.5225764,,,2022-09-06T09:21:59.678Z,2023-01-27T11:11:23.169Z,2022-09-06T09:22:58.469Z,,,"web, tv",catalan,"Branded content, Advertising, Subsidies (public or private)",Tarragona,Cataluña
The New Barcelona Post,true,https://www.thenewbarcelonapost.com/,https://www.facebook.com/newbarcelonapost/,https://twitter.com/newbcnpost,https://www.youtube.com/channel/UC11O0lbAJGWvih5DpOtp7jA,https://www.instagram.com/newbarcelonapost/,,,,,2018,2018-02-12,,,ES,"Laietana, 32, 08003 Barcelona",08003,Barcelona,national,true,,Foment del Treball Nacional,true,true,false,Salud,revista médica,private,false,ES_3647,41.385504,2.1772765,,,2022-09-06T09:22:24.086Z,2023-01-27T11:11:18.437Z,2022-09-06T09:22:58.469Z,,,web,"english, spanish, catalan",Advertising,Barcelona,Cataluña
TimeOut Barcelona,true,http://www.timeout.cat,https://www.facebook.com/timeoutbcn,https://twitter.com/TimeOutBCN,https://www.youtube.com/user/timeoutcat/,https://instagram.com/timeoutbcn/,,,,,2008,,,,ES,"Laietana 20, Barcelona, 08003",08003,Barcelona,local,true,,Time Out Spain Media S.L.,false,false,false,Ocio y entretenimiento,,private,false,ES_3658,41.3840362,2.1791261,,,2022-09-06T09:22:24.376Z,2023-01-27T11:11:18.479Z,2022-09-06T09:22:58.469Z,,,"print, web, app","spanish, catalan, english","Advertising, Subsidies (public or private)",Barcelona,Cataluña
Tot Barcelona,true,https://www.totbarcelona.cat/,https://www.facebook.com/TotBarcelonaDiari/,https://twitter.com/totbcn,https://www.youtube.com/channel/UCY-TYEFhxEO9MFIJQJWVpPQ,https://www.instagram.com/totbcn/,https://t.me/totbcn,,,,2018,2018-11-15,,,ES,"Passeig de Gràcia 16, 1r 3a. 08007 Barcelona",08007,Barcelona,local,true,Grup Món,"Diari ConnexióBCN, SL, grupo Comunicació Vinaria, S.L.",false,false,true,General,,private,false,ES_3688,41.389454,2.1689521,,,2022-09-06T09:22:22.524Z,2023-01-27T11:11:18.500Z,2022-09-06T09:22:58.469Z,,,"web, app",catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Tot Cerdanyola,false,http://www.cerdanyola.com/,https://www.facebook.com/revistatotcerdanyola,https://twitter.com/tot_cerdanyola,,,,,,,,,,,ES,"RAMBLA MONTSERRAT, 32 08290 – CERDANYOLA DEL VALLÈS (BARCELONA)",08290,Cerdanyola del Vallès,local,false,,"TOT CERDANYOLA, SL",,,,,,,false,ES_3689,41.4946154,2.1445776,,,2022-09-06T09:22:17.813Z,2023-01-27T11:11:18.526Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
TotEsport.cat,false,http://totesport.cat/,,https://twitter.com/totesportcat,,,,,,,2011,,2021,,ES,"XAMMAR, 11, 08301 MATARÓ (BARCELONA)",08301,Barcelona,local,true,,"EL TOT MATARÓ, S.L.",false,false,false,Deportes,,private,false,ES_3696,41.5396194,2.4476267,,,2022-09-06T09:22:31.908Z,2024-03-03T22:11:38.808Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Tot Lleida,true,http://www.totlleida.cat/,https://www.facebook.com/totlleida,https://twitter.com/totlleida,,,,,,,2013,,,,ES,"Maragall nº 4, esc.5,6ª, 3r, 25003, Lleida",25003,Lleida,local,true,,Eral 10 SL,false,false,true,General,,private,false,ES_3690,41.6157873,0.6097589,etienda,,2022-09-06T09:22:00.458Z,2023-01-27T11:11:21.395Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Branded content, Advertising",Lleida,Cataluña
Tot Ràdio,false,http://www.totradio.com/,https://www.facebook.com/totradio2.0,https://twitter.com/totradio,,,,,,,,,,,ES,,,Horta Sud,local,false,,,,,,,,,false,ES_3692,,,,,2022-09-06T09:22:57.246Z,2023-01-27T11:11:29.746Z,2022-09-06T09:22:58.469Z,,,web,valencian,,Valencia/València,Comunitat Valenciana
Tot Rubí,false,http://elmon.cat/totrubi/,https://www.facebook.com/totrubi,https://twitter.com/totrubi,https://www.youtube.com/channel/UCrRAv8_88SI6_I_wJFx87RQ,https://www.instagram.com/totrubi/,https://t.me/totrubi,,,,2016,2016-07-01,2023,,ES,"Sant Antoni, 42-44 - Sant Cugat del Vallès, Barcelona - 08172",08172,Rubí,local,true,Tot Media,"PREMSA LOCAL SANT CUGAT, SL",false,false,true,General,,private,false,ES_3693,41.4699731,2.0836809,,,2022-09-06T09:22:14.944Z,2024-03-03T18:27:26.319Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Tot Sant Cugat,true,http://www.totsantcugat.cat/,https://www.facebook.com/Totstc,https://twitter.com/totsantcugat,http://www.youtube.com/user/totsantcugat25,https://instagram.com/totsantcugat/,https://t.me/totsantcugat,,,,2006,,,,ES,"Sant Antoni, 42 08172 Sant Cugat del Vallès",08172,Sant Cugat del Vallés,local,false,Tot Media,"PREMSA LOCAL SANT CUGAT, SL",false,false,true,General,,,false,ES_3694,41.4687335,2.0790992,,,2022-09-06T09:22:14.548Z,2023-01-27T11:11:18.605Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
TotTarragona.cat,true,http://www.tottarragona.cat/,https://www.facebook.com/TotTarragonacat-176256962436624,https://twitter.com/tottarragona,,https://www.instagram.com/tottarragona/,,,,,2008,,,,ES,"Via de l’Imperi Romà,11, 43003 Tarragona",43003,Tarragona,local,true,,TOTTARRAGONA SERVEIS DE COMUNICACIO SCP,false,false,true,General,,private,false,ES_3697,41.1176516,1.2536254,,,2022-09-06T09:22:05.722Z,2023-01-27T11:11:23.190Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Tarragona,Cataluña
Tramuntana TV,true,http://www.tramuntanatv.com/,https://www.facebook.com/tramuntanatv,https://twitter.com/tramuntana_tv,http://www.youtube.com/tramuntana,http://www.instagram.com/tramuntanatv,,,,,2006,2006-04-23,,,ES,,17600,Figueres,local,true,,,false,false,true,General,,private,false,ES_3699,42.2655066,2.9581046,,,2022-09-06T09:22:37.410Z,2023-01-27T11:11:20.460Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Girona,Cataluña
Tribuna,false,http://www.tribuna.cat/,https://www.facebook.com/tribuna.cat,https://twitter.com/tribunacat,,,,,,,,,,,ES,"Avenida Gaudí, 13 1r 2a - 08025 Barcelona",08025,Barcelona,local,false,,Tribuna.cat · S.I.C Servei d'Informació Català,,,,,,,false,ES_3712,41.4053539,2.1741729,,,2022-09-06T09:22:23.682Z,2023-01-27T11:11:18.643Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
