media,area_of_influence,ojd,CCAA,PROV,AREA,platform,PGD,distribution,Origin,media_iber,active_iber,url_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber
naciodigital.cat,Tarragona,OJD,CAT,T,,digital,,,AMIC,nació tarragona,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"app, web",Tarragona,CAT
naciodigital.cat,Tarragona,OJD,CAT,T,,digital,,,AMIC,osona nació digital,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"app, web",Barcelona,CAT
naciodigital.cat,Tarragona,OJD,CAT,T,,digital,,,AMIC,pallars digital,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"app, web",Lleida,CAT
naciodigital.cat,,OJD,CAT,,,digital,,,AMIC,eco diari,False,naciodigital.cat,"Passeig de Gràcia, 26, 08007 Barcelona",8007.0,41.3903717,2.1679521,web,Barcelona,CAT
naciodigital.cat,,OJD,CAT,,,digital,,,AMIC,la torre,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"web, app",Barcelona,CAT
naciodigital.cat,,OJD,CAT,,,digital,,,AMIC,nació digital,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"web, app",Barcelona,CAT
naciodigital.cat,,OJD,CAT,,,digital,,,AMIC,nació tarragona,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"app, web",Tarragona,CAT
naciodigital.cat,,OJD,CAT,,,digital,,,AMIC,osona nació digital,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"app, web",Barcelona,CAT
naciodigital.cat,,OJD,CAT,,,digital,,,AMIC,pallars digital,True,naciodigital.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,"app, web",Lleida,CAT
anoiadiari.cat,Anoia,OJD,CAT,B,cc,digital,,,AMIC,anoia diari,True,anoiadiari.cat,"Carrer del Rec, 15, 08700 Igualada, Barcelona",8700.0,41.5766221,1.6126029,web,Barcelona,CAT
aquibergueda.cat,"Berguedà, Bages Nord, Solsonès Oest",OJD,CAT,B,cc,digital,,,AMIC,aquí berguedà,True,aquibergueda.cat,Carrer Bruc 3 08600 Berga,8600.0,42.0982146,1.840687,"print, app, radio, web",Barcelona,CAT
balaguer.tv,Balaguer,OJD,CAT,L,,digital,,,AMIC,balaguer televisió,True,balaguer.tv,"d'Urgell, 17, 25600 Balaguer, Lleida, España",25600.0,41.792807,0.8117045,"tv, app, web",Lleida,CAT
capgros.com,Maresme,OJD,CAT,B,amb,digital,,,AMIC,capgròs,True,capgros.com," Sant Antoni, 42 08172 Sant Cugat del Vallès (Barcelona)",8172.0,41.4687335,2.0790992,"web, print",Barcelona,CAT
comarquesdeponent.com,comarques de Ponent,OJD,CAT,L,,digital,,,AMIC,comarques de ponent,True,comarquesdeponent.com,"Avenida de Catalunya, 65. 25300 TÀRREGA.",25300.0,41.6473385,1.1341522,"print, web",Lleida,CAT
comarquesnord.cat," Sud Tarragona, : comarques dels Ports i el Maestrat (al nord del País Valencià) i del Matarranya (al sud de Terol)",OJD,CAT,T,,digital,,,AMIC,comarques nord,True,comarquesnord.cat,"Tint, 9, 12300  Morella - Castellón",12300.0,40.6199107,-0.0982941,"radio, print, tv, web",Castellón/Castelló,PV
diaridegirona.cat,Demarcació Girona,OJD,CAT,G,,digital,,,AMIC,diari de girona,True,diaridegirona.cat,"General Mendoza, 2, Girona",17002.0,41.9794005,2.8214264,"app, print, web",Girona,CAT
diaridesabadell.com,Sabadell,OJD,CAT,B,amb,digital,,,AMIC,diari de sabadell,True,diaridesabadell.com,"Carrer de Sant Quirze, 37, 08201 Sabadell, Barcelona",8201.0,41.5463356,2.1064062,"web, print",Barcelona,CAT
diarimes.com,"Tarragonès, Reus, Camp, Ebre, Penedès",OJD,CAT,T,,digital,,,AMIC,diari més digital,True,diarimes.com,"Manuel de Falla, 12 Baixos.TARRAGONA",43003.0,41.1134258,1.240801,"print, web, app",Tarragona,CAT
ebredigital.cat,Terres de l'Ebre,OJD,CAT,T,te,digital,,,AMIC,ebre digital,True,ebredigital.cat,Bisbe Serra 6 - Baixos  43003  - Tarragona,43003.0,41.1188827,1.2444909,"web, tv",Tarragona,CAT
eixdiari.cat,"Garraf, Penedès",OJD,CAT,B,,digital,,,AMIC,eix diari,True,eixdiari.cat,"Joan Fuster 16, de Vilanova i la Geltrú. - 08800 Vilanova i la Geltrú, Barcelona",8800.0,41.2223733,1.7095061,"web, app",Barcelona,CAT
elcargol.com,"Penedès, Garraf, Anoia",OJD,CAT,B,,digital,,,AMIC,el cargol,True,elcargol.com,"del General Cortijo, 21, 08720 Vilafranca del Penedès, Barcelona",8720.0,41.3425798,1.7002438,"print, web",Barcelona,CAT
elcugatenc.cat,Sant Cugat del Vallès,OJD,CAT,B,amb,digital,,,AMIC,elcugatenc,True,elcugatenc.cat,"C/ Sant Esteve, 8-12, Sant Cugat del Vallès, 08171",8173.0,41.4746934,2.083137,web,Barcelona,CAT
expresdesantandreu.cat,"Barcelonès, Barri Sant Andreu",OJD,CAT,B,amb,digital,,,AMIC,l'exprés de sant andreu,True,expresdesantandreu.cat,"Passeig de Torras i Bages, 59 - 61, 7º 2ª, 08030 BARCELONA",8030.0,41.4392567,2.1908342,web,Barcelona,CAT
gerio.cat,Girona,OJD,CAT,G,,digital,,,AMIC,el gerió digital,True,gerio.cat,"Josep Irla, 31 - Salt - 17190",17190.0,41.9722318,2.7955294,web,Girona,CAT
infoanoia.cat,anoia,OJD,CAT,B,cc,digital,,,AMIC,infoanoia.cat,True,infoanoia.cat,"Verge del Cap, 23, 2on 1a - Vilanova del Camí, Barcelona - 08788",8788.0,41.5731453,1.6449716,web,Barcelona,CAT
infocamp.cat,"Tarragonès,camp de Tarragona",OJD,CAT,T,ct,digital,,,AMIC,infocamp de tarragona,True,infocamp.cat,"Rambla Nova 119, 2on 1a, Esc.A - 43001 Tarragona",43001.0,41.1184963,1.2472801,web,Tarragona,CAT
isabadell.cat,Sabadell,OJD,CAT,B,amb,digital,,,AMIC,isabadell,True,isabadell.cat,"Advocat Cirera, 8. Despatx 31. 08201 Sabadell",8201.0,41.5459976,2.1078383,web,Barcelona,CAT
labustia.cat,Baix Llobregat nord,OJD,CAT,B,amb,digital,,,AMIC,la bústia,True,labustia.cat,"Avenida Comte de Llobregat, 4. Planta 2a, despatx 2. - 08760 Martorell",8760.0,41.4826008,1.9198543,"print, web",Barcelona,CAT
laciutat.cat,"territorials Catalunya, AND",OJD,CAT,CATAND,varisIP,digital,,,AMIC,la ciutat,True,laciutat.cat,"Mendez Nuñez, 21, e2, 43004 Tarragona, Catalunya",43004.0,41.1142647,1.2522727,"tv, web, app",Tarragona,CAT
laguiadereus.com,Reus,OJD,CAT,T,ct,digital,,,AMIC,la guia de reus,True,laguiadereus.com," Illes Medes, 6-10 - Reus, Tarragona 43206",43206.0,41.1673663,1.1264389,"print, web",Tarragona,CAT
lamanyana.cat,"lleida, Demarcació de Lleida",OJD,CAT,L,,digital,,,AMIC,la mañana,True,lamanyana.cat,"Polígon Industrial El Segre, Parcel·la 118 – 25191 Lleida",25191.0,41.6298666,0.6653474,web,Lleida,CAT
lapremsadelbaix.es,BaixLlobregat,OJD,CAT,B,amb,digital,,,AMIC,la premsa del baix,True,lapremsadelbaix.es,"Tomás Bretón, 31 - Esplugues de Llobregat, Barcelona - 08950",8950.0,41.3756435,2.0793226,"print, web",Barcelona,CAT
lleida.com,Lleida i prov de lleida,OJD,CAT,L,,digital,,,AMIC,lleida.com,True,lleida.com,Princep de Viana 78 - 25008 - Lleida,25008.0,41.6242258,0.625418,"web, radio",Lleida,CAT
marfanta.com,Terres de l'Ebre,OJD,CAT,T,te,digital,,,AMIC,marfanta,True,marfanta.com,,43500.0,40.8561682,0.5825359,web,Tarragona,CAT
mesebre.cat,Terres de l'Ebre,OJD,CAT,T,te,digital,,,AMIC,diari més ebre,True,mesebre.cat,"Cervantes, 13, 43500, Tortosa (TARRAGONA)",43500.0,40.809736,0.5224594,"app, print, web",Tarragona,CAT
mesosona.cat,Osona,OJD,CAT,B,cc,digital,,,AMIC,més osona,True,mesosona.cat,"c. Ramon Soler, 4. Habitat Catalunya, Edifici Barcelona. Baixos. 08500 VIC",8500.0,41.9284126,2.2498363,"print, web",Barcelona,CAT
mollerussa.tv,Mollerussa,OJD,CAT,L,,digital,,,AMIC,mollerusa tv,True,mollerussa.tv,"Av. De la Generaliat, 11. Planta 1, Porta 1. Mollerussa 25230 Lleida",25230.0,41.6313342,0.8966807,"tv, web",Lleida,CAT
noticiestgn.cat,Tarragonès,OJD,CAT,T,ct,digital,,,AMIC,notícies tgn,True,noticiestgn.cat,"Joan Maragall, 1 - Tarragona - 43003",43003.0,41.1158252,1.2556797,"web, print",Tarragona,CAT
onabages.cat,Bages,OJD,CAT,B,cc,digital,,,AMIC,ona bages,True,onabages.cat,"Travessia Teatre, 4, 08650 Sallent, Barcelona",8650.0,41.8249186,1.895189,"radio, web",Barcelona,CAT
onabages.cat,Bages,OJD,CAT,B,cc,digital,,,AMIC,ona moianès,True,onabages.cat,,,41.8310862,2.0959429,web,Barcelona,CAT
rctgn.cat,Camp de Tarragona,OJD,CAT,T,,digital,,,AMIC,ràdio ciutat de tarragona,True,rctgn.cat,"Rambla Nova, 113, 43001 Tarragona",43001.0,41.1181267,1.2479638,"radio, web, app",Tarragona,CAT
reusdigital.cat,Baix Camp,OJD,CAT,T,ct,digital,,,AMIC,reus digital,True,reusdigital.cat,"Raval de Santa Anna, 2, Reus",43201.0,41.1561561,1.107295,"app, web",Tarragona,CAT
revistacambrils.cat,"Tarragonès, Cambrils, Vandellòs i Hospitalet de l’Infant",OJD,CAT,T,,digital,,,AMIC,revista cambrils,True,revistacambrils.cat,"C. de Sant Plàcid, 7, baixos. 43850 Cambrils",43850.0,41.0738155,1.0528809,web,Tarragona,CAT
somlallagosta.cat,"Vallès Oriental, LaLlagosta",OJD,CAT,B,amb,digital,,,AMIC,som la llagosta,True,somlallagosta.cat,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100.0,41.540286,2.2187857,"web, print",Barcelona,CAT
somlesfranqueses.cat,"Vallès Oriental, Les Franqueses",OJD,CAT,B,amb,digital,,,AMIC,som les franqueses,True,somlesfranqueses.cat,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100.0,41.540286,2.2187857,"web, print",Barcelona,CAT
sommartorelles.cat,"Vallès Oriental, Martorelles",OJD,CAT,B,amb,digital,,,AMIC,som martorelles,True,sommartorelles.cat,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100.0,41.540286,2.2187857,"web, print",Barcelona,CAT
somparets.cat,"Vallès Oriental, Parets",OJD,CAT,B,amb,digital,,,AMIC,som parets,True,somparets.cat,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100.0,41.540286,2.2187857,"web, print",Barcelona,CAT
somsantfost.cat,"Vallès Oriental, Sant Fost",OJD,CAT,B,amb,digital,,,AMIC,som sant fost,True,somsantfost.cat,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100.0,41.540286,2.2187857,"print, web",Barcelona,CAT
tarragonadigital.com,Demarcació Tarragona,OJD,CAT,T,ct,digital,,,AMIC,tarragona digital,True,tarragonadigital.com,"Sant Serapi, 2  43201 Reus. Tarragona, Catalunya",43201.0,41.1526702,1.1040179,web,Tarragona,CAT
tarrega.tv,Tàrrega,OJD,CAT,L,,digital,,,AMIC,tàrrega televisió,True,tarrega.tv,Av Josep Trepat i Galceran Porta 2 - 25300 Tàrrega,25300.0,41.647404,1.1288403,"tv, web",Lleida,CAT
totbarcelona.cat,Barcelona,OJD,CAT,B,amb,digital,,,AMIC,tot barcelona,True,totbarcelona.cat,"Passeig de Gràcia 16, 1r 3a. 08007 Barcelona",8007.0,41.389454,2.1689521,"web, app",Barcelona,CAT
totsantcugat.cat,Vallès Occidental,OJD,CAT,B,amb,digital,,,AMIC,tot sant cugat,True,totsantcugat.cat,"Sant Antoni, 42 08172 Sant Cugat del Vallès",8172.0,41.4687335,2.0790992,web,Barcelona,CAT
veuanoia.cat,Anoia,OJD,CAT,B,cc,digital,,,AMIC,la veu de l'anoia,True,veuanoia.cat,Retir 40 – 08700 – IGUALADA (Barcelona),8700.0,41.580166,1.6158579,web,Barcelona,CAT
veuanoia.cat,Anoia,OJD,CAT,B,cc,digital,,,AMIC,veu anoia,True,veuanoia.cat,Retir 40 a IGUALADA (08700),8700.0,41.580166,1.6158579,"web, print",Barcelona,CAT
amartorell.com,Baix Llobregat,no OJD,CAT,B,amb,digital,,,AMIC,amartorell.com,True,amartorell.com,"Avinguda Catalunya 60, 08783 Masquefa, Barcelona",8783.0,41.5006477,1.814503,web,Barcelona,CAT
amartorell.com,Baix Llobregat,no OJD,CAT,B,amb,digital,,,AMIC,ràdio martorell,False,amartorell.com,"Centre Cultural 3a planta, Plaza de les Cultures s/n, 08760 Martorell",8760.0,41.4777114,1.9177343,"radio, web",Barcelona,CAT
canalreustv.cat,"Reus, Baix Camp",no OJD,CAT,T,,digital,,,AMIC,canal reus tv,True,canalreustv.cat,Camí de Valls 81-87 43204 (Reus),43204.0,41.1586927,1.1193386,"web, tv",Tarragona,CAT
canalte.cat,Terres de l'ebre,no OJD,CAT,T,te,digital,,,AMIC,canal terres de l'ebre,True,canalte.cat,"Bisbe Serra, 6 // 43500. Tortosa (Tarragona)",43500.0,40.796244,0.5239731,web,Tarragona,CAT
castellvilarenc.info,Castellbell i Vilar ,no OJD,CAT,B,cc,digital,,,AMIC,castellvillarenc.info,True,castellvilarenc.info,"C/ Burés 8, 08296 Castellbell i el Vilar",8296.0,41.6385216,1.8564286,web,Barcelona,CAT
cerdanyolaaldia.com,"Cerdanyola,Vallès Occ",no OJD,CAT,B,amb,digital,,,AMIC,cerdanyola al dia,True,cerdanyolaaldia.com,"Sant Salvador, 11-13 2a 1a - 08290 Cerdanyola del Vallès",8290.0,41.492403,2.140099,"print, web",Barcelona,CAT
diaridebadalona.com,"Badalona, Barcelonès",no OJD,CAT,B,amb,digital,,,AMIC,diari de badalona,True,diaridebadalona.com,"Sagunt, 30, 08912 Badalona, Barcelona",8912.0,41.4434853,2.2444935,"web, print",Barcelona,CAT
diarieljardi.cat,"Barcelonès, Sarrià, Sant Gervasi",no OJD,CAT,B,amb,digital,,,AMIC,el jardí de sant gervasi i sarrià,True,diarieljardi.cat,"Bonaplata, 13, 2, Sarrià-Sant Gervasi, 08034 Barcelona",8034.0,41.39717707943344,2.122449854292192,"web, print",Barcelona,CAT
diarisantquirze.cat,"Vallès Occ, Sant Quirze del Vallès",no OJD,CAT,B,amb,digital,,,AMIC,diari sant quirze,True,diarisantquirze.cat,Avenida del Vallés Nº 31 - 08192 Sant Quirze del Vallès ,8192.0,41.529202,2.0725306,web,Barcelona,CAT
elbaix.cat,Baix Llobregat,no OJD,CAT,B,amb,digital,,,AMIC,el baix,True,elbaix.cat,"Joan Batllori, 7-9 - Sant Feliu de Llobregat, Barcelona - 08980",8980.0,41.381683,2.0443138,web,Barcelona,CAT
gava.info,"Gavà, Baix Llobregat",no OJD,CAT,B,amb,digital,,,AMIC,gavà,True,gava.info,"María de Molina, 41 - 28006 Madrid",28006.0,40.4376126,-3.6784957,web,Barcelona,CAT
gava.info,"Gavà, Baix Llobregat",no OJD,CAT,B,amb,digital,,,AMIC,gavà info,True,gava.info,"Sarrià, 33, 08850 Gavà, Barcelona",8850.0,41.30618893019837,2.007783710829973,web,Barcelona,CAT
independent.cat,"Gràcia, Barcelona",no OJD,CAT,B,amb,digital,,,AMIC,l'independent de gràcia,False,independent.cat,"La Perla, 31 - 08012 Barcelona",8012.0,41.4023493,2.1560753,web,Barcelona,CAT
independent.cat,"Gràcia, Barcelona",no OJD,CAT,B,amb,digital,,,AMIC,l’independent de gràcia,True,independent.cat," La Perla, 31 - 08012 Barcelona",8012.0,41.4023493,2.1560753,"web, print",Barcelona,CAT
laclau.cat,Maresme,no OJD,CAT,B,amb,digital,,,AMIC,la clau,True,laclau.cat,"Maria Vidal, 93, Vilassar de Mar (Barcelona)",8340.0,41.5001151,2.3845632,"web, print",Barcelona,CAT
latorredebarcelona.com,Barcelona,no OJD,CAT,B,amb,digital,,,AMIC,la torre de barcelona,True,latorredebarcelona.com,"Camèlies, 109 - Barcelona - 08024",8024.0,41.4145184,2.1651923,"print, web",Barcelona,CAT
montpeita.cat,Sant Fruitós de Bages i comarca del Bages,no OJD,CAT,B,cc,digital,,,AMIC,montpeità,True,montpeita.cat,"Sant Benet, 8 - Sant Fruitós de Bages, 08272 - Barcelona",8272.0,41.7508239,1.8714061,"print, web",Barcelona,CAT
radiocapital.cat,Baix Empordà,no OJD,CAT,GI,,digital,,,AMIC,ràdio capital de l'empordà,True,radiocapital.cat,"Carrer de Santa Margarida, 17200 Palafrugell, Girona",17200.0,41.9160255,3.1648139,"web, radio",Girona,CAT
revistaderipollet.cat,Ripollet,no OJD,CAT,B,amb,digital,,,AMIC,revista de ripollet,True,revistaderipollet.cat,"Sol 35, 08291 Ripollet",8291.0,41.4960695,2.1597595,"print, web",Barcelona,CAT
santboidiari.com,Baix Llobregat,no OJD,CAT,B,amb,digital,,,AMIC,sant boi diari,True,santboidiari.com,"Avenida Barcelona, 17 - 3 2, Molins de rei, 08750, Barcelona",8750.0,41.4097031,2.0197814,web,Barcelona,CAT
tasta.cat,"Berguedà, cultura popular",no OJD,CAT,B,cc,digital,,,AMIC,tasta.cat,True,tasta.cat,"Gòsol nº12, 08600 Berga",8600.0,42.097637,1.8504686,"web, print",Barcelona,CAT
totlleida.cat,"Lleida, comarques de lleida",no OJD,CAT,L,,digital,,,AMIC,tot lleida,True,totlleida.cat,"Maragall nº 4, esc.5,6ª, 3r, 25003, Lleida",25003.0,41.6157873,0.6097589,web,Lleida,CAT
uncopdull.com,Terres de l'Ebre,no OJD,CAT,T,te,digital,,,AMIC,cop d'ull,True,uncopdull.com,"Avda. Remolins, 24 - Tortosa, Tarragona - 43500",43500.0,40.8182888,0.5225764,web,Tarragona,CAT
diaridesantacoloma.com,"Sta Coloma, Barcelonès",no OJD,CAT,B,amb,digital,,,AMIC,diari de santa coloma,True,diaridesantacoloma.com,"Carrer de Sagunt, 30, 08912 Badalona, Barcelona",8912.0,41.4434853,2.2444935,"print, web",Barcelona,CAT
diaridesantadria.com,"Sant Adrià, Barcelonès",no OJD,CAT,B,amb,digital,,,AMIC,diari de sant adrià,True,diaridesantadria.com,"Carrer de Sagunt, 30, 08912 Badalona, Barcelona",8912.0,41.4434853,2.2444935,"print, web",Barcelona,CAT
aolesa.com,Baix Llobregat,no OJD,CAT,B,amb,digital,,,AMIC,a olesa,True,aolesa.com,"Avinguda Catalunya, 60 - 08783 Masquefa (Barcelona)",8783.0,41.5006477,1.814503,"web, app",Barcelona,CAT
amasquefa.com,Baix Llobregat,no OJD,CAT,B,amb,digital,,,AMIC,amasquefa,False,amasquefa.com,"Avinguda Catalunya, 60 - 08783 Masquefa (Barcelona)",8783.0,41.5006477,1.814503,web,Barcelona,CAT
lescroniques.com,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,les croniques,True,lescroniques.com,"Carrer de Valencia, 1, 2n 2ona, Terrassa - 08224",8224.0,41.5578011,1.998454,web,Barcelona,CAT
loest.cat,Lleida i prov de lleida,no OJD,CAT,L,,digital,,,AMIC,l'oest,True,loest.cat,"Ramon Vinader, 4, 25300 Tàrrega, Lleida",25300.0,41.65093088814508,1.129072824491405,web,Lleida,CAT
lamira.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,la mira,True,lamira.cat,"C. d'Alí Bei, 25 1r 2a - 08010 Barcelona",8010.0,41.3919606,2.1781466,"web, print",Barcelona,CAT
enderrock.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,440 classica,True,enderrock.cat,"Muntaner, 477, bxs. 2a · 08021 Barcelona",8021.0,41.4024199,2.1382879,"print, web",Barcelona,CAT
enderrock.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,enderrock,True,enderrock.cat," Muntaner, 477, bxs. 2a · 08021 Barcelona",8021.0,41.4024199,2.1382879,"web, print",Barcelona,CAT
socpetit.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,sòc petit,True,socpetit.cat,"Rovira, 43 43713 Sant Jaume dels Domenys (Tarragona)",43712.0,41.300419,1.5715951,web,Tarragona,CAT
diaritreball.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,diari del treball,True,diaritreball.cat,"Josep Tarradellas 13, entresòl 2a, 08029 – Barcelona",8029.0,41.3820369,2.1418786,"print, web",Barcelona,CAT
diaritreball.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,el diari del treball,True,diaritreball.cat,"Passatge Tona, nº 10. 08023, Barcelona",8023.0,41.4160571,2.1455425,web,Barcelona,CAT
alcaldes.eu,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,alcaldes,True,alcaldes.eu,"Passeig de Gràcia, 18 · 08007 Barcelona",8007.0,41.3900117,2.1683744,web,Barcelona,CAT
timeout.cat,Catalunya,no OJD,CAT,CAT,,digital,,,AMIC,timeout barcelona,True,timeout.cat,"Laietana 20, Barcelona, 08003",8003.0,41.3840362,2.1791261,"print, web, app",Barcelona,CAT
defrancdigital.com,Manacor i comarca,,IB,IB,ma,digital,,,AMIC,de franc digital,True,defrancdigital.com,"Apartado 204 - Calvià, Mallorca, Illes Balears - 07181",7181.0,39.5512221,2.5693337,web,Illes Balears,IB
diarisanitat.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,el diari de la sanitat,True,diarisanitat.cat,"Bailén 5, 08010. 08010, Barcelona.",8010.0,41.3914436,2.1774214,"web, print",Barcelona,CAT
teatral.net,Catalunya ,no OJD,CAT,CAT,,digital,,,AMIC,teatral,True,teatral.net,"RAMBLA CANALETES, 115 - 08001 BARCELONA",8001.0,41.384856,2.1704856,web,Barcelona,CAT
racocatala.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,racó català,True,racocatala.cat,"ORTIGOSA 14, 5è 3a 08010 - BARCELONA.",8010.0,41.3885641,2.1759677,web,Barcelona,CAT
catalunyamagrada.cat,Catalunya,OJD,CAT,CAT,,digital,,,AMIC,catalunya m'agrada,True,catalunyamagrada.cat,"C/ Sant Antoni, 42, 08172 Sant Cugat del Vallès (Barcelona)",8172.0,41.4695627,2.0809895,web,Barcelona,CAT
panxing.net,"Cerdanya,Bergueda, Maresme, i pirineus",OJD,CAT,CAT,,digital,,,AMIC,pànxing,True,panxing.net,"Carrer Mestre Enric Morera, 25, 08339 Vilassar de Dalt, Barcelona",8339.0,41.5074922,2.3623045,"print, web",Barcelona,CAT
loclar.es,Pais Valencià,,PV,PV,V,digital,,,AMIC,loclar.es,True,loclar.es,"Dos de Mayo, 70 - Ontinyent 46870 (Valencia)",46870.0,38.8223464,-0.6056842,"web, print",Alicante/Alacant,PV
segre.com,,no OJD,CAT,,,digital,,,AMIC,lleida televisió,False,segre.com,"del Riu, número 6, 25005 Lleida",25005.0,41.6543565,0.6251541,web,Lleida,CAT
segre.com,,no OJD,CAT,,,digital,,,AMIC,segre,True,segre.com,"del Riu, número 6, 25005 Lleida",25005.0,41.6543565,0.6251541,"app, web",Lleida,CAT
elllobregat.com,Baix Llobregat i L'hospitalt del LL.,no OJD,CAT,B,amb,digital,,,AMIC,el llobregat,True,elllobregat.com,"Raurich, 62 :: 08830 Sant Boi de Llobregat",8830.0,41.3460038,2.0322459,"web, print, app",Barcelona,CAT
lavoz.cat,Castelldefels,no OJD,CAT,B,amb,digital,,,AMIC,la voz,True,lavoz.cat,"Llibertat, 13 entl. E - 08860 Castelldefels – Barcelona",8860.0,41.2792267,1.9636914,"web, print",Barcelona,CAT
elfar.cat,Baix Llobregat i L'hospitalt del LL.,no OJD,CAT,B,amb,digital,,,AMIC,el far,True,elfar.cat,"Carrer d'Emilio Alcalà Galiano, 43, 08940 Cornellà de Llobregat, Barcelona",8940.0,41.3526899,2.0863311,"web, print",Barcelona,CAT
arabalears.cat,Illes Balears,,IB,IB,,digital,,,AMIC,ara balears,True,arabalears.cat,"Tous i Maroto, 8, 1r, de Palma de Mallorca, 07001",7001.0,39.5698683,2.6480444,"web, print, app",Illes Balears,IB
capvermell.org,Illes Balears,,IB,IB,ma,digital,,,AMIC,cap vermell,True,capvermell.org,"Na Velleta núm 11, 07580 Capdepera - Illes Balears",7580.0,39.703494,3.4370344,web,Illes Balears,IB
dbalears.cat,Illes Balears,,IB,IB,,digital,,,AMIC,dbalears,True,dbalears.cat,"Carrer de Sant Alonso, 24. Palma 07001",7001.0,39.5666236,2.6526021,"web, print",Illes Balears,IB
dbalears.cat,Illes Balears,,IB,IB,,digital,,,AMIC,diari de balears,True,dbalears.cat,"de Sant Alonso, 24. Palma 07001",7001.0,39.5666236,2.6526021,web,Illes Balears,IB
manacormanacor.com,Manacor i comarca,,IB,IB,ma,digital,,,AMIC,manacor manacor,True,manacormanacor.com,"c/ Olesa, 10, Manacor 07500",7500.0,39.5697165,3.2095318,web,Illes Balears,IB
noudiari.es,Ibiza i Formentera,,IB,IB,eiv,digital,,,AMIC,nou diari,True,noudiari.es,"Vía Púnica 2, Eivissa",7800.0,38.908345,1.4324081,web,Illes Balears,IB
saveu.cat,Illes Balears,,IB,IB,ma,digital,,,AMIC,sa veu,True,saveu.cat,"Sa Filadora A, 3, baixos - 07100 Sóller - Illes Balears",7100.0,39.7703664,2.7096129,"web, print",Illes Balears,IB
viufelanitx.com,Illes Balears,,IB,IB,ma,digital,,,AMIC,viu felanitx,True,viufelanitx.com,"Felanixt, Mallorca",7200.0,39.4696851,3.148297,web,Illes Balears,IB
aramultimedia.com,Pais Valencià,,PV,PV,ViAl,digital,,,AMIC,aramultimèdia,True,aramultimedia.com,"Sant Francesc,11 - 03801 Alcoy/Alcoi, Alicante/Alacant",3801.0,38.69714404085261,-0.4742229197632716,web,Alicante/Alacant,PV
castelloextra.com,Pais Valencià,,PV,PV,cast,digital,,,AMIC,castelló extra,True,castelloextra.com,"Gaspar Torrella, 1, pta. 19 - Valencia - 46017",46017.0,39.4536311,-0.3928259,"print, web",Castellón/Castelló,PV
lamarinaplaza.com,Pais Valencià,,PV,PV,V,digital,,,AMIC,la marina plaza,True,lamarinaplaza.com,Caldera Del Gas 4 Esc.b 1 2  03700  - (Denia) - Alacant,3700.0,38.8377591,0.1108317,web,Valencia/València,PV
