media,area_of_influence,ojd,url,CCAA,PROV,AREA,platform,PGD,distribution,Origin,active_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber,type_media_cac,address_cac,lat_cac,lng_cac,zipcode_cac,classification_ojd,sub_classification_ojd,unique_visitors_ojd
canfali marina alta,Marina Alta,,,PV,AL,,papel,,"Marina Alta: Dénia, Xabia, Calp, Teulada, Benissa, Pego, Pedreguer, Ondarra, Gata, El Verger, Benitatxell, Xaló, Els Poblets, Orba, Beniarbeig, Alcacalí, Benidoleig, Lliber, Parcent, Vall de Laguart, Sanet, Rafol d'Almunia, Adsubia, Senija, Vall de Gallinera, Benichembla, Murla, Castell de Castells, Benimeli, Sagra, Tormos, Vall d'Ebo i Vall d'Alcalà",AMIC,,,,,,,,,,,,,,,,
linia les corts,Barcelonès,,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Districte de Les Corts.,AMIC,,,,,,,,,,,,,,,,
línia l'hospitalet,Barcelonès,,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: L'Hospitalet de Llobregat.,AMIC,,,,,,,,,,,,,,,,
"línia mar (ed. baix llobregat _ castelldefels, gavà, viladecans i el prat)",Baix Llobregat,,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Baix Llobregat: Castelldefels, Gavà, El Prat del Llobregat i Viladecans.",AMIC,,,,,,,,,,,,,,,,
línia mar (ed. baix maresme),Baix Marsme,,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Baix Maresme: El Masnou, Premià de Mar, Vilassar de Mar, Alella, Teià, Premià de Dalt, Vilassar de Dalt, Cabrera, Cabrils ",AMIC,,,,,,,,,,,,,,,,
línia nord (ed. barcelonès),Barcelonès Nord,,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Barcelonès: Badalona, Sant Adrià, Santa coloma, Tiana y Montgat.",AMIC,,,,,,,,,,,,,,,,
línia nord (ed. montserratí) _ abans: ed. baix llobregat,Baix Llobregat,,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Baix Llobregat: Martorell, Olesa de Montserrat, Esparraguera, Abrera, Sant Esteve Sesrovires i Collbató.",AMIC,,,,,,,,,,,,,,,,
línia sarrià-sant gervasi,Barcelonès,,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelona: Districte de Sarrià i Sant Gervassi.,AMIC,,,,,,,,,,,,,,,,
"línia tres (esplugues, st joan d, st just d)",Baix Llobregat,,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Baix Llobregat: Esplugues del Llobregat, Sant Just Desvern i Sant Joan Despí.",AMIC,,,,,,,,,,,,,,,,
línia vallès (ed. vallès oriental),Vallès Oriental i Vallès Occidental,,,CAT,BCN,V.OR,papel,Mitjans amb PGD,"Vallès Oriental: Mollet, Granollers, Parets, La Llagosta, Montornès, Montmeló, Martorelles, Santa Maria de Martorelles, Vallromanes, Lliçà de Vall, Sant Fost de Campsentelles, Vilanova del Vallès, Cardedeu, Canovelles, La Roca, Les Franqueses, L'Ametlla, La Garriga, Lliçà d'Amunt. Vallès Occidental: Santa Perpètua de la Mogoda.",AMIC,,,,,,,,,,,,,,,,
línia vallès (ed. cerdanyola),Vallès Occidental,,,CAT,BCN,V.OC,papel,Mitjans amb PGD,"Vallès Occidental: Cerdanyola del Vallès, Barberà del Vallès i Ripollet.",AMIC,,,,,,,,,,,,,,,,
llevant actualitat,Tarragonès,,,CAT,TGN,C.TGN,papel,Mitjans amb PGD,Tarragonès: Tarragona,AMIC,,,,,,,,,,,,,,,,
més! osona ripollès garrotxa moianès  (abans: més osona),"Osona, Ripollès",,,CAT,BCN,CC,papel,Mitjans amb PGD,"Osona:  Balenyà, Calldetenes, Centelles, Folgueroles, Manlleu, Prats de Lluçanès, Roda de Ter, Rupit i Pruit, Sant Hipòlit de Voltregà, Sant Julià de Vilatorta, Sant Pere de Torelló, Sant Vicenç de Torello, Santa Eugènia de Berga, Les Masies de Voltregà (Vinyoles), L'Esquirol, Seva, Taradell, Tona, Torelló, Vic, Sant Miquel de Balenyà i Gurb. Ripollès: Ripoll, properament també a Campdevànol.",AMIC,,,,,,,,,,,,,,,,
més vila-seca,Tarragonès,,,CAT,BCN,C.TGN,papel,Mitjans amb PGD,Tarragonès: Vila-Seca i barris (La Pineda i La Plana).,AMIC,,,,,,,,,,,,,,,,
mollet a mà,Vallès Oriental i Occidental,,,CAT,BCN,CC,papel,Mitjans amb PGD,"Vallès Oriental: Mollet del Vallès, Sant Fost de Campsentelles, Martorelles i La Llagosta. Vallès Occidental: Santa Perpètua de Mogoda.",AMIC,,,,,,,,,,,,,,,,
"pànxing berguedà, bages i solsonès","Berguedà, Bages, Solsonès",,,CAT,BCN,CC,papel,Mitjans amb PGD,"Berguedà: Avià, Bagà, Berga, Borredà, Casserres, Castell de l'Areny, Castellar de N'Hug, Castellar del Riu, Cercs, L'Espunyola, Fígols, Gironella, Gislcareny, Gósol, Guardiola de Berguedà, Montclar, Montmajor, La Nou de Berguedà, Olvan (Cal Rosal), La Pobla de Lillet, Puig-Reig, Sagàs, Saldes, St. Jaume de Frontanyà, St. Julià de Cerdanyola, Sta. Maria de Merlès, Vallcebre, Vilada, Viver i Serrateix. Bages: Manresa, Sant Fruitós del Bages, Navarcles, Artés, Avinyó, Cabrianes, Sallent, Balsareny, Navàs, Santpedor, Súria, Callús, St Joan Vilatorrada, Valls de Torroella, Cardona. Solsonès: Solsona, La Coma i la Pedra, Sant Llorenç de Morunys, Guixers, Olius, Naves, Clariana de Cardener, Castellar de la Ribera. ",AMIC,,,,,,,,,,,,,,,,
pànxing maresme,Maresme,,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Maresme: Alella, Arenys de Mar, Arenys de Munt, Argentona, Cabrera, Cabrils, Caldes d'Estrac, Calella, Masnou, Mataró, Pineda de Mar, Premià de Mar, Premià de Dalt, St. Andreu de Llavaneres, St. Vicenç de Montalt, Teià, Vilassar de Dalt i Vilassar de Mar.",AMIC,,,,,,,,,,,,,,,,
pànxing tot cerdanya,Cerdanya i Alt Urgell,,,CAT,GI,,papel,Mitjans amb PGD,"Cerdanya: Alp-Escadarcs (Alp), La Molina (Alp), La Masella (Alp), Bellver de Cerdanya (Bellver, Baltarga), Bolvir (Bolvir, Talltorta (golfos)), Das, Fontanals de Cerdanya (Fontanals, Queixans i Urtx), Ger, Guils, Isòvol (Isòvol, All, Olopte), Lles de Cerdanya, Llívia, Meranges, Montellà-Martinet, Prats i Sansor, Prullans, Puigcerdà (Puigcerdà, Age i Villavent i St. Marc), Riu de Cerdanya (T. Cadí), Urús. Alt Urgell: La Seu d'Urgell. Cerdanya Francesa: Bourg-madame, Saillagouse i Font Romeu.",AMIC,,,,,,,,,,,,,,,,
"reclam la cerdanya, l'alt urgell",Cerdanya i Alt Urgell,,,CAT,LL,PIRI,papel,Mitjans amb PGD,"La Cerdanya: Puigcerdà, La Molina (Alp), Urus, Das, Alp, Bor, Fontanals de Cerdanya, Escardarcs (Fontanals de Cerdanya), Queixans (Fontanals de Cerdanya), Llívia, Bollvir, Ger, All, Olopte, Pi, Bellver de Cerdanya, Montellà i Martinet, Meranges, Escardacs, Soriguerola, Guils de Cerdanya, Lles, Aransa, Prullans Prats i Sampsor. Alt Urgell: La Seu d'Urgell. Alta Cerdanya (Francesa): Bourg-madame, Osseja, Saillagouse, Llo, Font Romeu, Estavar, Enveitg.",AMIC,,,,,,,,,,,,,,,,
reclam magazín,"Osona, Ripollès i La Garrotxa",,,CAT,BCN,CC,papel,Mitjans amb PGD,"Valles Oriental: Aiguafreda. Osona: Vic, Centelles, Tona, Els Hostalets de Balenyà (Balanyà), Seva, Balenyà Estació, Taradell, Santa Eugènia de Berga, Calldetenes, Sant Julià de Vilatorta, Folgueroles, Roda de Ter, Les Masies de Roda, Manlleu, Torellço, Sant Pere de Torelló, Sant Vicenç de Torelló, Sant Quirze de Besora, Montesquiu, Vinyoles d'Orís (Les Masies de Voltregà), Les Masies de Voltregà, Sant Hipòlit de Voltregà, La Gleva (Les Masies de Voltragà), Sant Bartomeu del Grau, La Guixa, Santa Eulàlia de Riuprimer. Ripollès: Sant Joan de les Abadeses, Campdevànol. EL 29: Olot, Argelaguer, Begudà, Besalú, Bianya, Castellfollit de la Roca, Hostalets d'en Bas, La Canya, La Pinya, Les Planes d'Hostoles, Les Preses, Montagut, Sant Esteve d'en Bas, Sant Feliu de Pallerols, Sant Jaume de Llierca, Sant Joan les Fonts, Tortellà. Ripoll.",AMIC,,,,,,,,,,,,,,,,
revista culturab _ (xarxa línia),Barcelonès,,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Barcelona i àrea metropolitana,AMIC,,,,,,,,,,,,,,,,
revista orgull _ (xarxa línia),Barcelonès,,,CAT,BCN,AMB,papel,Mitjans amb PGD,Barcelonès: Barcelona i àrea metropolitana,AMIC,,,,,,,,,,,,,,,,
santcugat magazine,Vallès Occidental,,,CAT,BCN,AMB,papel,Mitjans amb PGD,Vallès Occidental: Sant Cugat del Vallès.,AMIC,,,,,,,,,,,,,,,,
see barcelona,"Barcelonès, Maresme, La Selva i Gironès",,,CAT,BCN,AMB,papel,Mitjans amb PGD,"Barcelonès: Barris de l'Eixample, Gràcia, Sants, Ciutat Vella, Sant Gervasi i Sarrià). Maresme: Canet de Mar, Mataró, Calella, Santa Susanna. La Selva: Blanes i Lloret de Mar. Gironès: Aeroport de Girona.",AMIC,,,,,,,,,,,,,,,,
sommontornès,Vallès Oriental,,,CAT,BCN,V.OR,papel,Mitjans amb PGD,Vallès Oriental: Montornès del Vallès,AMIC,,,,,,,,,,,,,,,,
torredembarra actualitat,Tarragonès,,,CAT,TGN,C.TGN,papel,Mitjans amb PGD,"Tarragonès: Torredembarra, Altafulla, Creixell, Roda de Berà, La Pobla de Montornès, La Nou de Gaià, La Riera de Gaià, Salomó i Tarragona (zona nord)",AMIC,,,,,,,,,,,,,,,,
anoiamagazín,Anoia,,,CAT,BCN,CC,papel,NO PGD,"Anoia: Igualada, Vilanova del Camí, Sta. Margarida de Montbui, Òdena, La Pobla de Claramunt, Capellades, Vallbona, Piera, El Bruc, Castellolí, Jorba, Els Prats de Rei, Calaf, La Llacuna, La Torre.",AMIC,,,,,,,,,,,,,,,,
apunt menorca,Menorca,,,IB,ME,,papel,NO PGD,DEMANO,AMIC,,,,,,,,,,,,,,,,
bellaterra diari,Vallès Occidental,,,CAT,BCN,V.OC,papel,NO PGD,"Bellaterra, Cerdanyola del Vallès, Sant Cugat del Vallès, Sant Quirze i Sabadell",AMIC,,,,,,,,,,,,,,,,
bondia,Andorra,,,AD,,,papel,NO PGD,Andorra,AMIC,,,,,,,,,,,,,,,,
calderí,Vallès Oriental,,,CAT,BCN,V.OR,papel,NO PGD,Vallès Oriental: Caldes de Montbui,AMIC,,,,,,,,,,,,,,,,
ciutadella de franc,Menorca,,,IB,ME,,papel,NO PGD,Menorca: Ciutadella,AMIC,,,,,,,,,,,,,,,,
cultura i paisatge a la ruta del císter,"Tarragona, Barcelona i Lleida",,,CAT,TGN,C.TGN,papel,NO PGD,"Tarragona, Barcelona i Lleida",AMIC,,,,,,,,,,,,,,,,
el mònic,Tarragona,,,CAT,TGN,C.TGN,papel,NO PGD,"Tarragonès: Torredembarra (centre) -  Barris> Baix a Mar i Clarà - Urbanitzacions> Sant Jordi, Els Munts, i Marítimes. Altafulla, Creixell, La Nou de Gaià, La Pobla de Montornès, La Riera de Gaià i Roda de Berà.",AMIC,,,,,,,,,,,,,,,,
7 dies actualitat de benicarló,Baix Maestrat,,,PV,CAST,,papel,,"Baix Maestrat: Benicarló, Vinaròs, Peñíscola i ocasionalment pobles del voltant (nord Castelló i sud Tarragona)",AMIC,,,,,,,,,,,,,,,,
7 dies actualitat de vinaròs,Baix Maestrat,,,PV,CAST,,papel,,"Baix Maestrat: Vinaròs, Benicarló, Peñíscola i ocasionalment pobles del voltant (nord Castelló i sud Tarragona)",AMIC,,,,,,,,,,,,,,,,
buris-ana,Comunitat Valenciana,,,PV,CAST,,papel,,,AMIC,,,,,,,,,,,,,,,,
ciutat de carlet,Ribera Alta ,,,PV,VAL,,papel,Mitjans amb PGD,Ribera Alta: Carlet.,AMIC,,,,,,,,,,,,,,,,
la opinión de torrent,València,,,PV,VAL,,papel,Mitjans amb PGD,València: Localitat de Torrent exclusivament,AMIC,,,,,,,,,,,,,,,,
èxit vallès,Vallès Occidental,,,CAT,BCN,V.OC,papel,NO PGD,Vallès Occidental: Sabadell,AMIC,,,,,,,,,,,,,,,,
flash deco sant cugat,Vallès Occidental,,,CAT,BCN,V.OC,papel,NO PGD,Vallès Occidental: Sant Cugat ,AMIC,,,,,,,,,,,,,,,,
iluro,Maresme,,,CAT,BCN,AMB,papel,NO PGD,Maresme: Mataró.,AMIC,,,,,,,,,,,,,,,,
info calafell,Baix Penedès,,,CAT,TGN,C.TGN,papel,NO PGD,"Baix Penedès: Calafell (poble i platja), Segur de Calafell, Cunit (zona comercial).",AMIC,,,,,,,,,,,,,,,,
info roda,Baix Gaià,,,CAT,TGN,C.TGN,papel,NO PGD,"Baix Gaià: Roda de Berà, Bonastre, Creixell (zona comercial)",AMIC,,,,,,,,,,,,,,,,
la positiva,Barcelonès,,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Barcelona ciutat,AMIC,,,,,,,,,,,,,,,,
la rella,"Lluçanès, Osona, Bages i Berguedà",,,CAT,BCN,CC,papel,NO PGD,"Merlès, Prats de Lluçanès, Sant Feliu Sasserra, Oristà, La Torre, Santa Creu de Jutglars, Sant Martí d'Albars, Santa Eulàlia de Puig-oriol, Lluçà, Alpens, Sant Agustí de Lluçanès, Sant Boi de Lluçanès, Sobremunt, Perafita, Sant Bartomeu del Grau, Sant Quirze de Besora, Avinyò",AMIC,,,,,,,,,,,,,,,,
la veu d'alginet,Ribera Alta,,,PV,VAL,,papel,Mitjans amb PGD,Ribera Alta: Alginet,AMIC,,,,,,,,,,,,,,,,
les mesures del pirineu,Alt Urgell i Cerdanya,,,CAT,LL,PIRI,papel,NO PGD,"Alt Urgell: La Seu d'Urgell, Castellciutat (Seu Urgell), Montferrer i Castellbò, Aravell (Montferrer i Castellbò), Ribera d'Urgellet, Organyà, Coll de Nargó i Oliana. Cerdanya: Bellver, Martinet i Prullans.",AMIC,,,,,,,,,,,,,,,,
l'ham,"Pla de l'Estany, Garrotxa",,,CAT,GI,,papel,NO PGD,"Pla de l'Estany: Banyoles, Camós, Cornellà del Terri, Palol de Revardit, Porqueres, Sant Miquel de Campmajor, Serinyà, Vilademuls. Garrotxa: Besalú i Mieres.",AMIC,,,,,,,,,,,,,,,,
l’informatiu de palau-solità i plegamans,Vallès Oriental,,,CAT,BCN,V.OR,papel,NO PGD,"Vallès Oriental: Palau-Solità i Plegamans, Caldes de Montbui, Sentmenat, Polinyà i Santa Perpètua.",AMIC,,,,,,,,,,,,,,,,
l'opinió l'hospitalet i baix llobregat,L'Hospitalet de Llobregat i Baix Llobregat,,,CAT,BCN,AMB,papel,NO PGD,"Baix Llobregat: Begues, Castelldefels, Gavà, Viladecans, El Prat de Llobregat, Cornellà de Llobregat, Esplugues de Llobregat, Sant Just Desvern, Sant Joan Despí, Sant Feliu de Llobregat, Molins de Rei, Sant Boi de Llobregat, Torrelles de Llobregat, Sant Vicenç dels Horts, La Palma de Cervelló, Corbera de llobregat, Vallirana, Cervelló , Pallejà, Sant Andreu de la Barca i Martorell",AMIC,,,,,,,,,,,,,,,,
magazine lleida,Segrià,,,CAT,LL,C.PONENT,papel,NO PGD,Segrià: Lleida ,AMIC,,,,,,,,,,,,,,,,
notícies del matarranya,"Matarranya, Baix Aragó, Els Ports i Terra Alta",,,ARA,,,papel,NO PGD,"Matarranya: Arenys de Lledó, Beseit, Calaceit, Cretes, Fondespatla, Fórnols de Matarranya, La Freixneda, Lledó d'Algars, Massalió, Mont-roig de Tastavins, Pena-roja, La Portellada,  Ràfels, Torredarques, La Torre del Comte, La Vall de Tormo, Vall-de-roures i Valljunquera. Baix Aragó: Alcanyís. Els Ports: Morella. Terra Alta: Arnes i Horta de Sant Joan.",AMIC,,,,,,,,,,,,,,,,
nua,Menorca,,,IB,MEM,,papel,NO PGD,"Menorca: Ciutadella, Ferreries, Es Mercadal, Es migjorn Gran, Alaior, Maó, Sant Lluís",AMIC,,,,,,,,,,,,,,,,
paral·lel oh!,Barcelonès,,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Barcelona.,AMIC,,,,,,,,,,,,,,,,
"reclam la garrotxa""el 29""",Garrotxa ,,,CAT,GI,,papel,NO PGD,"LES PLANES D'HOSTOLES - ST.FELIU DE PALLEROLS - ST.ESTEVE D'EN BAS- LES PRESES - OLOT - ST.JOAN LES FONTS-LA CANYA, CASTELLFOLLIT DE LA ROCA - ST.JAUME DE LLIERCA - BESALÚ",AMIC,,,,,,,,,,,,,,,,
respira comerç,El Ripollès,,,CAT,GI,,papel,NO PGD,"Ripoll, Vallfogona de Ripollès, Sant Joan de les Abadesses, Ogassa, Sant Pau de Segúries, Camprodon, Molló, Llanars, Setcases, Campdevànol, Gombrèn, Campelles, Ribes de Freser, Queralbs, Campelles, Pardines, Planoles, Toses, les Llosses",AMIC,,,,,,,,,,,,,,,,
revista badalona 2000,Barcelonès,,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Badalona.,AMIC,,,,,,,,,,,,,,,,
revista de vic,Osona,,,CAT,BCN,CC,papel,NO PGD,Osona: Vic i rodalies.,AMIC,,,,,,,,,,,,,,,,
revista la ciutat,Tarragonès i Baix Camp,,,CAT,TGN,C.TGN,papel,NO PGD,"Tarragonès: Tarragona, Reus, Salou i Vilaseca. Baix Camp: Cambrils",AMIC,,,,,,,,,,,,,,,,
revista mira'm,Alt Empordà i sud de França,,,CAT,GI,,papel,NO PGD,"Alt Empordà: FALTA Reparteix tota la comarca. Sud França: El Pertús, Le Boulou i Perpinya.",AMIC,,,,,,,,,,,,,,,,
revista útil,Menorca,,,IB,MEN,,papel,NO PGD,"Menora: Maó, Ciutadella, Alaior, Es Castell, Sant Lluís, Ferreries, Sant Climent, Es Migjorn i Es Mercadal",AMIC,,,,,,,,,,,,,,,,
somiatruites,Illes Balears,,,IB,MEN,,papel,NO PGD,Menorca,AMIC,,,,,,,,,,,,,,,,
territoris magazine,"Segrià, Pla d'Urgell, Noguera, Segarra i Urgell",,,CAT,LL,C.PONENT,papel,NO PGD,"Segrià: Lleida (ciutat), Garrigues: Les Borges Blanques, Pla d'Urgell: Mollerussa, Noguera: Balaguer, Segarra: Cervera i Urgell: Tàrrega",AMIC,,,,,,,,,,,,,,,,
tot caldes de montbui,Vallès Oriental i Vallès Occidental,,,CAT,BCN,V.OR,papel,NO PGD,"Vallès Oriental: Caldes de Montbui i rodalies, Sant Feliu de Codines. Vallès Occidental: Palau de Plegamans, Santa Perpètua de la Moguda i Setmenat.",AMIC,,,,,,,,,,,,,,,,
tot .... i més,Barcelonès i Maresme,,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Badalona. Maresme: Tiana i Montgat.,AMIC,,,,,,,,,,,,,,,,
tothosap! garraf,Garraf,,,CAT,BCN,PENEDÈS,papel,NO PGD,Garraf: totes les poblacions (demano),AMIC,,,,,,,,,,,,,,,,
tot molins,Baix Llobregat,,,CAT,BCN,AMB,papel,NO PGD,"Baix Llobregat: Molins de Rei, Vallirana, Cervelló i Pallejà",AMIC,,,,,,,,,,,,,,,,
tot osona,"Osona, Ripollès, Garrotxa",,,CAT,BCN,CC,papel,NO PGD,"Garrotxa: Olot (demano poblacions altres comarques => Balenyà, Calldetenes, Centelles, Espinelves, L'Esquirol, Folgueroles, Gurb, Malla, Manlleu, Masies de Roda, Masies de Voltregà, Montesquiu, Muntanyola, Olost, Orís, Perafita, Prats de Lluçanès, Ripoll, Roda de Ter, Rupit i Pruit,Sant Bartomeu del Grau, Sant Boi de Lluçanès, Sant Hipòlit de Voltregà, Sant Julià de Vilatorta, Sant Pere de Torelló, Sant Quirze de Besora, Sant Sadurní d'Osormort, Sant Vicenç de Torelló, Santa Eugènia de Berga, Santa Eulàlia de Riuprimer, Santa Maria de Besora, Seva, Sora, Taradell, Tavèrnoles, Tona, Torelló, Vic, Viladrau, Vilanova de Sau",AMIC,,,,,,,,,,,,,,,,
"tot temàtic (tot casa, tot salut i tot gastro)",Vallès Occidental,,,CAT,BCN,V.OC,papel,NO PGD,"Vallès Occidental: Sant Cugat del Vallès, Rubí, Cerdanyola, Terrassa i Sabadell",AMIC,,,,,,,,,,,,,,,,
zona sec,Barcelonès,,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Barcelona_ Barri del Poble-Sec,AMIC,,,,,,,,,,,,,,,,
l'alcudia 752,Ribera Alta (València),,,PV,VAL,,papel,Mitjans amb PGD,Ribera Alta (València): L'Alcudia.,AMIC,,,,,,,,,,,,,,,,
el nostre bocairent,Comunitat Valenciana,,,PV,VAL,,papel,NO PGD,Bocairent,AMIC,,,,,,,,,,,,,,,,
7setmanari de llevat,Comarca Llevant,,,IB,MALL,,papel,,"TODA LA COMARCA DE MANACOR, PORTO CRISTO,SON CARRIO, SILLOT, SA COMA, SON MACIA , SAN LORENZO, SON SERVERA , CALAS DE MALLORCA Y CALA MILLOR ",AMIC,,,,,,,,,,,,,,,,
"al portal, veus de l'aguer",Sardenya,,,SARDENYA,SARDENYA,SARDENYA_L'Alguer,papel,,Sardenya: L'Alguer,AMIC,,,,,,,,,,,,,,,,
el nostre oliva,Comunitat Valenciana _ La Safor,,,PV,VAL,,papel,NO PGD,Oliva,AMIC,,,,,,,,,,,,,,,,
cala millor 7,Illes Balears,,,IB,MALL,,papel,,demano,AMIC,,,,,,,,,,,,,,,,
la veu d'algemesí,Ribera del Xúquer,,,PV,VAL,,papel,NO PGD,Ribera del Xúquer: Algemesí,AMIC,,,,,,,,,,,,,,,,
"camacuc, revista per xiquets i xiquetes",Païssos Catalans,,,PV,,,papel,,demano,AMIC,,,,,,,,,,,,,,,,
cent per cent,Mallorca,,,IB,MALL,,papel,,"Manacor, Porto Cristo, Sant Llorenç, Son Carrió, Vilafranca, Petra i Sant Joan",AMIC,,,,,,,,,,,,,,,,
d ferreries,Menorca,,,IB,MEN,,papel,,Menorca,AMIC,,,,,,,,,,,,,,,,
diari ara,Catalunya,,,CAT,,,papel,,,AMIC,,,,,,,,,,,,,,,,
diari menorca,Menorca,,,CAT,,,papel,,,AMIC,,,,,,,,,,,,,,,,
dona secret,DEMANO,,,AD,,,papel,,DEMANO,AMIC,,,,,,,,,,,,,,,,
el 9 nou osona i el ripolles,Osona i Ripollès,,,CAT,BCN,CC,papel,,no informació fitxa,AMIC,,,,,,,,,,,,,,,,
el 9 nou vallès oriental,Vallès Oriental,,,CAT,BCN,V.OR,papel,,no informació fitxa,AMIC,,,,,,,,,,,,,,,,
el breny,Bages,,,CAT,BCN,CC,papel,,Bages: Sant Vicenç de Castellet,AMIC,,,,,,,,,,,,,,,,
el gratis,,,,PV,AL,,papel,,"Alcoià, Comtat, Vall d'Albaida, La Safor, La Costera, Les Marines i Alt Vinalopó",AMIC,,,,,,,,,,,,,,,,
el iris,Menorca,,,IB,MEN,,papel,,"Ciutadella, Ferreries, Es Mercadal, Es Migjorn Gran, Fornells, Alaior, Maó, Sant Lluís i Es Castell",AMIC,,,,,,,,,,,,,,,,
el nostre ciutat,Comunitat Valenciana _ Alacant,,,PV,AL,,papel,,"Alcoi, Cocentaina, Muro de Alcoy, Onil, Castalla, Ibi, Agres, Alicante, Banyeres de Mariola",AMIC,,,,,,,,,,,,,,,,
el periòdic d'andorra,"Principat, Cerdanya, l'Alt Urgell i els Pallars ",,,AD,,,papel,,"mail 7/10/15 demano población i Arnau respon: Doncs imagino que tots els pobles que tenen llocs on venen diaris, però ja miro que em passin la llista. Pensa que anem junts amb EL Periódico i per tant és a tot arreu on es venen diaris ja que és el que té més difusió.",AMIC,,,,,,,,,,,,,,,,
el periòdic d'ontinyent,Comarca del Valle de Albaida,,,PV,VAL,,papel,,"Comarca del Valle de Albaida: Ontinyent, Agullent, Albaida, Bocairent",AMIC,,,,,,,,,,,,,,,,
el saò,País Valencià,,,PV,,,papel,,Tota la Comunitat Valenciana,AMIC,,,,,,,,,,,,,,,,
escaparate,Comunitat Valenciana,,,PV,AL,,papel,,"Foia de Castalla: Ibi, Castalla, Onil, Tibi i Biar",AMIC,,,,,,,,,,,,,,,,
estil,Ribera Baixa,,,PV,VAL,,papel,,"Ribera Baixa: Sueca, El Perelló i Mareny de Barraquetes",AMIC,,,,,,,,,,,,,,,,
la semaine du roussillon,Pirineus Orientals,,,CAT,,,papel,,250 punts distribució Pirineus Orientals,AMIC,,,,,,,,,,,,,,,,
la traca,Comunitat Valenciana,,,PV,,,papel,,,AMIC,,,,,,,,,,,,,,,,
la veu de l'anoia _ info preu 1/2 diba,,,,,,,papel,,,AMIC,,,,,,,,,,,,,,,,
"las bandas periòdic de la música, les músiques i la cultura popular _ (pv)",Comunitat Valenciana,,,PV,,,papel,,Totes de la Comunitat Valenciana,AMIC,,,,,,,,,,,,,,,,
l'eco de sitges,Garraf ,,,CAT,BCN,,papel,,Garraf: Sitges i Sant Pere de Ribes,AMIC,,,,,,,,,,,,,,,,
l'estel,Palma de Mallorca,,,CAT,MALL,,papel,,Balears,AMIC,,,,,,,,,,,,,,,,
magazín la mira,no info fitxa,,,CAT,,,papel,,no info fitxa,AMIC,,,,,,,,,,,,,,,,
manacor comarcal,Palma de Mallorca,,,IB,MALL,,papel,,Palma de Mallorca: Manacor (demano punts de venda per saber si arriba a més llocs),AMIC,,,,,,,,,,,,,,,,
mel i sucre,Mallorca,,,IB,MALL,,papel,,Mallorca: Sant Joan,AMIC,,,,,,,,,,,,,,,,
mil dimonis,Perpinyà,,,CAT,,,papel,,Perpinyà,AMIC,,,,,,,,,,,,,,,,
món sant cugat,Vallès Occidental,,,CAT,BCN,V.OC,papel,,Vallès Occidental: Sant Cugat del Vallès.,AMIC,,,,,,,,,,,,,,,,
penedès econòmic,Alt Penedès,,,CAT,BCN,PENEDÈS,papel,,Alt Penedès: ¿¿??,AMIC,,,,,,,,,,,,,,,,
periódico de ibiza y formentera,Eivissa i Formentera,,,IB,EIV,,papel,,Illes Balears: Eivissa i Formentera,AMIC,,,,,,,,,,,,,,,,
portada.info,Comunitat Valenciana,,,PV,AL,,papel,,"Comunitat Valenciana: Villena, Canyada, Biar, Camp de Mirra i Beneixama",AMIC,,,,,,,,,,,,,,,,
punt informatiu pollença,Palma de Mallorca,,,IB,MALL,,papel,,Palma de Mallorca: Pollença,AMIC,,,,,,,,,,,,,,,,
revista poble (pv),Comarca Plana Baixa de Castelló,,,PV,CAST,,papel,,Comarca Plana Baixa de Castelló: Vila-Real (ciutat) i a la Comarca Plana Baixa de Castelló,AMIC,,,,,,,,,,,,,,,,
s'altra música,Illes Balears,,,IB,MALL,,papel,,demano,AMIC,,,,,,,,,,,,,,,,
sa plaça,Nord de Mallorca,,,IB,MALL,,papel,,"Mallorca: Alaró, Alcúdia, Binisalem, Búger, Campanet, Consell, Costitx, Inca Lloret de Vistalegre, Lloseta, Llubí, Manacor de la Vall, Maria de la Salut, Muro, Pollença, Sa Pobla, Santa Margalida, Serva i Sineu.",AMIC,,,,,,,,,,,,,,,,
setmanari informació comarcal notícies,"Els Ports, Maestrat, Plana de Castello",,,PV,CAST,,papel,,demano,AMIC,,,,,,,,,,,,,,,,
setmanari sóller,Mallorca,,,IB,MALL,,papel,,Mallorca,AMIC,,,,,,,,,,,,,,,,
semanario valle de elda,Alacant,,,PV,AL,,papel,,Alacant: Elda i Petrer,AMIC,,,,,,,,,,,,,,,,
